id_client;sexe;metier;employeur;Enfants;enfant_conduite_accompagne;Valeur résidence principale par tranches;Revenus par tranches;formation;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis
20506772;F;chef de station de traitement des eaux;Tessier;OUI;0; 0k-300k;-20k;<High School;Private;Van;no;0;1.0;Highly Urban/ Urban;01/01/2022 20:24;complet;dev_integral;291,93
818621338;M;ingénieur chimiste;Renault;OUI;2; 0k-300k;70k-100k;PhD;Private;z_SUV;no;4;16.0;Highly Urban/ Urban;25/05/2022 20:36;complet;dev_express;254,31
379126545;F;web-ergonome;Barbe;NON;0; 0k-300k;-20k;Bachelors;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;16/05/2022 05:07;complet;dev_express;265,89
905237668;M;mixeur son;Boutin;OUI;1; 0k-300k;-20k;<High School;Private;Pickup;no;1;7.0;Highly Urban/ Urban;27/02/2022 02:15;complet;dev_integral;308,37
449849353;F;directeur d'hôpital;Millet Guillet et Fils;NON;0;300k-600k;Pas de revenus;PhD;Private;Pickup;no;0;15.0;Highly Urban/ Urban;09/03/2022 09:41;complet;dev_integral;299,31
124037098;M;analyste de crédit;Dias Turpin SA;NON;0; 0k-300k;40k-70k;Bachelors;Private;z_SUV;no;4;13.0;Highly Urban/ Urban;31/05/2022 15:49;complet;dev_express;274,77
412792711;F;consultant en conduite de changement;Evrard;NON;0;300k-600k;Pas de revenus;PhD;Private;Minivan;no;0;14.0;Highly Urban/ Urban;02/03/2022 14:10;complet;dev_premium;352,18
499317554;F;ingénieur en acoustique;Mercier;OUI;0; 0k-300k;70k-100k;Masters;Commercial;Panel Truck;yes;0;24.0;Highly Urban/ Urban;24/04/2022 21:41;complet;dev_premium;519,58
235531258;F;responsable de scierie;Hoareau;NON;0; 0k-300k;-20k;Bachelors;Commercial;Pickup;no;3;10.0;Highly Urban/ Urban;21/01/2022 07:59;complet;dev_express;284,6
773852602;F;agent immobilier immobilière;Peltier Teixeira S.A.;NON;0; 0k-300k;70k-100k;Masters;Private;z_SUV;no;4;13.0;Highly Urban/ Urban;07/03/2022 19:35;complet;dev_express;264,65
539484340;F;géotechnicien;Wagner;NON;0; 0k-300k;-20k;Bachelors;Private;Pickup;yes;0;17.0;z_Highly Rural/ Rural;31/05/2022 11:14;complet;dev_express;284,87
218585066;M;maraîcher;Arnaud;OUI;0; 0k-300k;70k-100k;Bachelors;Commercial;Van;yes;4;8.0;Highly Urban/ Urban;13/05/2022 02:36;complet;dev_integral;297,92
767643193;F;chef de rayon;Munoz SA;NON;0; 0k-300k;70k-100k;Masters;Private;Pickup;yes;0;15.0;Highly Urban/ Urban;23/05/2022 03:01;complet;dev_integral;291,25
661723256;M;informaticien industriel industrielle;Bonneau Cousin SARL;NON;0; 0k-300k;-20k;Bachelors;Commercial;Minivan;no;1;10.0;Highly Urban/ Urban;11/05/2022 03:02;complet;dev_express;284,38
456696568;M;technicien télécoms et réseaux;Meyer Marques S.A.S.;NON;0; 0k-300k;-20k;<High School;Private;Minivan;yes;3;1.0;Highly Urban/ Urban;05/04/2022 00:02;complet;dev_integral;332,26
618184542;M;coiffeur;Henry Mallet S.A.S.;NON;0; 0k-300k;70k-100k;<High School;Private;z_SUV;no;8;1.0;Highly Urban/ Urban;27/05/2022 18:51;complet;dev_integral;319,56
956524459;M;brodeur;Samson Pichon S.A.;OUI;0; 0k-300k;20k-40k;<High School;Private;Minivan;yes;2;1.0;Highly Urban/ Urban;20/04/2022 23:17;complet;dev_premium;399,21
530069868;M;ingénieur plasturgiste;Perrin;OUI;0; 0k-300k;-20k;Bachelors;Commercial;Panel Truck;yes;0;10.0;Highly Urban/ Urban;25/01/2022 19:36;complet;dev_express;250,8
184537318;M;guide de haute montagne;Vidal S.A.R.L.;OUI;0; 0k-300k;40k-70k;Bachelors;Private;Minivan;yes;1;13.0;Highly Urban/ Urban;08/04/2022 01:19;complet;dev_express;265,74
240367305;M;responsable des ressources humaines;Chartier Étienne SARL;NON;0; 0k-300k;-20k;z_High School;Private;Minivan;yes;0;7.0;z_Highly Rural/ Rural;18/02/2022 12:19;complet;dev_integral;327,38
869159324;F;boulanger;Roy Coste S.A.;NON;0; 0k-300k;70k-100k;Bachelors;Commercial;Minivan;no;0;;Highly Urban/ Urban;12/01/2022 18:29;complet;dev_integral;319,03
159682229;M;ingénieur en automatismes;Chauvin Barre S.A.R.L.;NON;0; 0k-300k;-20k;z_High School;Private;Sports Car;no;2;1.0;Highly Urban/ Urban;10/01/2022 15:03;complet;dev_integral;322,09
318906935;M;déclarant en douane;Evrard;OUI;2; 0k-300k;70k-100k;Bachelors;Private;z_SUV;no;1;5.0;Highly Urban/ Urban;10/05/2022 11:42;complet;dev_premium;442,11
555695397;M;psychologue;Bertrand;OUI;0; 0k-300k;Pas de revenus;z_High School;Private;z_SUV;no;0;10.0;z_Highly Rural/ Rural;23/03/2022 10:29;complet;dev_premium;435,01
393037472;M;photographe;Lelièvre;NON;0; 0k-300k;-20k;<High School;Private;z_SUV;no;5;3.0;Highly Urban/ Urban;19/02/2022 03:28;complet;dev_integral;280,5
855884573;M;maquettiste;Benoit et Fils;OUI;2; 0k-300k;Pas de revenus;z_High School;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;27/04/2022 20:44;complet;dev_express;263,57
57270211;F;chef de projet packaging;Dumont;NON;0; 0k-300k;20k-40k;<High School;Private;Pickup;yes;0;1.0;Highly Urban/ Urban;23/04/2022 04:43;complet;dev_express;278,58
686534779;F;pharmacien dans l'industrie;Cordier;NON;0;300k-600k;Pas de revenus;Bachelors;Commercial;Panel Truck;yes;5;10.0;Highly Urban/ Urban;21/05/2022 08:25;complet;dev_integral;310,01
950352670;M;technicien de police technique et scientifique;Bouvier Blin S.A.R.L.;NON;0; 0k-300k;Pas de revenus;Masters;Private;Van;yes;6;;Highly Urban/ Urban;06/01/2022 08:39;complet;dev_express;279,45
793010743;M;journaliste reporter d'images;Girard SARL;OUI;0; 0k-300k;70k-100k;Masters;Private;z_SUV;no;0;14.0;Highly Urban/ Urban;08/04/2022 00:39;complet;dev_integral;313,53
565148583;F;éducateur spécialisé spécialisée;Fournier SA;NON;0; 0k-300k;40k-70k;Bachelors;Private;z_SUV;no;0;6.0;Highly Urban/ Urban;25/04/2022 11:54;complet;dev_integral;337,38
728106713;M;fiscaliste;Laroche;NON;0; 0k-300k;40k-70k;Masters;Private;Sports Car;no;1;19.0;Highly Urban/ Urban;09/01/2022 11:28;complet;dev_express;256,27
989631917;M;chargé des méthodes outils et qualité en informatique;Pinto Gérard S.A.;NON;0; 0k-300k;-20k;<High School;Private;Minivan;yes;2;6.0;z_Highly Rural/ Rural;05/02/2022 05:34;complet;dev_integral;321,63
155240688;M;médecin spécialiste;Alves;NON;0;300k-600k;Pas de revenus;PhD;Private;Minivan;yes;2;14.0;Highly Urban/ Urban;01/03/2022 11:59;complet;dev_integral;299,44
740230736;M;secrétaire médical;Martinez Valette S.A.S.;NON;0;Non connue;-20k;Masters;Private;Sports Car;no;2;20.0;z_Highly Rural/ Rural;14/02/2022 22:46;complet;dev_premium;405,93
936978233;F;verrier au chalumeau;Buisson Bouvet SA;OUI;0; 0k-300k;70k-100k;Bachelors;Commercial;Pickup;yes;7;7.0;Highly Urban/ Urban;13/02/2022 06:18;complet;dev_integral;295,02
944945563;M;technicien pétrolier pétrolière;Fontaine Raymond SA;OUI;1; 0k-300k;Pas de revenus;<High School;Commercial;Pickup;yes;2;1.0;z_Highly Rural/ Rural;11/03/2022 21:23;complet;dev_premium;362,49
109837109;M;ébéniste;Vidal S.A.;OUI;1; 0k-300k;70k-100k;Bachelors;Commercial;z_SUV;no;1;13.0;Highly Urban/ Urban;12/01/2022 21:51;complet;dev_express;260,09
146613590;F;ingénieur en imagerie médicale;Turpin;OUI;2; 0k-300k;-20k;Bachelors;Private;Minivan;no;0;13.0;Highly Urban/ Urban;10/03/2022 05:03;complet;dev_integral;306,89
703813576;M;développeur d'applications mobiles;Lamy S.A.R.L.;NON;0;600k-900k;Pas de revenus;PhD;Commercial;Panel Truck;yes;0;6.0;Highly Urban/ Urban;10/05/2022 21:14;complet;dev_express;270,67
688951353;F;ethnologue;Martel S.A.R.L.;NON;0; 0k-300k;70k-100k;Bachelors;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;11/01/2022 06:26;complet;dev_premium;476,65
402836695;M;concepteur multimédia;Lelièvre;NON;0; 0k-300k;Pas de revenus;Bachelors;Private;Sports Car;no;0;7.0;z_Highly Rural/ Rural;05/05/2022 14:13;complet;dev_premium;456,1
977521421;F;biostatisticien;Prévost Faivre S.A.;OUI;0; 0k-300k;40k-70k;Masters;Private;Minivan;yes;1;15.0;Highly Urban/ Urban;21/02/2022 10:07;complet;dev_integral;314,81
912953961;M;chauffeur de taxi;Raymond;NON;0; 0k-300k;40k-70k;Masters;Commercial;Van;yes;0;13.0;Highly Urban/ Urban;07/04/2022 18:39;complet;dev_premium;483,85
930441156;M;administrateur de spectacle;Durand Gillet S.A.R.L.;NON;0; 0k-300k;40k-70k;z_High School;Commercial;Minivan;no;2;7.0;Highly Urban/ Urban;07/02/2022 05:05;complet;dev_integral;288,31
847136592;F;assistant maternel maternelle;Laporte Potier S.A.S.;OUI;0; 0k-300k;20k-40k;z_High School;Commercial;z_SUV;no;0;7.0;z_Highly Rural/ Rural;28/05/2022 05:50;complet;dev_express;276,68
811501994;M;carrossier;Lopez;NON;0;300k-600k;70k-100k;PhD;Private;Minivan;no;0;7.0;Highly Urban/ Urban;03/03/2022 11:24;complet;dev_integral;313,96
302263778;M;décolleteur;Laine et Fils;OUI;0; 0k-300k;Pas de revenus;Masters;Private;Minivan;yes;0;16.0;Highly Urban/ Urban;07/02/2022 03:36;complet;dev_integral;310,68
725081018;F;opérateur prépresse;Leclerc;NON;0; 0k-300k;70k-100k;PhD;Private;z_SUV;no;0;15.0;z_Highly Rural/ Rural;07/01/2022 05:37;complet;dev_premium;321,04
844404167;M;responsable qualité en agroalimentaire;Gimenez;NON;0; 0k-300k;20k-40k;z_High School;Commercial;Minivan;no;0;7.0;Highly Urban/ Urban;26/02/2022 03:44;complet;dev_premium;485,89
883538003;M;conseiller en fusions-acquisitions;Girard;NON;0;300k-600k;Pas de revenus;PhD;Private;Van;yes;0;18.0;Highly Urban/ Urban;07/04/2022 19:50;complet;dev_integral;309,03
599858191;F;chargé de valorisation de la recherche;Blanchet Bernier SARL;NON;0; 0k-300k;Pas de revenus;Masters;Private;Sports Car;no;4;21.0;Highly Urban/ Urban;22/03/2022 11:12;complet;dev_express;250,78
582432313;F;conseiller agricole;Bertrand S.A.R.L.;NON;0; 0k-300k;70k-100k;Masters;Private;z_SUV;no;1;13.0;z_Highly Rural/ Rural;12/01/2022 10:58;complet;dev_integral;317
282607316;M;militaire du rang de l'armée de terre;Bigot Bonnet SARL;OUI;1; 0k-300k;20k-40k;Masters;Private;Sports Car;no;0;11.0;Highly Urban/ Urban;10/03/2022 08:37;complet;dev_integral;315,83
848872018;F;staffeur-ornemaniste;Chrétien Le Gall SA;NON;0;Non connue;40k-70k;Bachelors;Commercial;Sports Car;no;2;;Highly Urban/ Urban;11/02/2022 07:56;complet;dev_integral;294,5
362882890;F;scénariste;Roger;NON;0; 0k-300k;70k-100k;z_High School;Private;Minivan;yes;2;;z_Highly Rural/ Rural;17/04/2022 04:32;complet;dev_express;253,02
979691393;M;conseiller en séjour;Roussel;OUI;0; 0k-300k;Pas de revenus;Bachelors;Private;Minivan;yes;3;5.0;Highly Urban/ Urban;20/05/2022 14:45;complet;dev_integral;330,97
167293619;F;responsable de rémunération;Meyer Leduc SARL;NON;0; 0k-300k;Pas de revenus;Masters;Commercial;Panel Truck;yes;0;17.0;z_Highly Rural/ Rural;08/01/2022 16:09;complet;dev_express;254,26
541316894;M;pilote de ligne;Barthelemy;NON;0; 0k-300k;70k-100k;PhD;Private;Sports Car;no;3;14.0;Highly Urban/ Urban;14/03/2022 14:20;complet;dev_express;268,8
454751032;M;administrateur de biens;Auger;NON;0; 0k-300k;Pas de revenus;Bachelors;Private;Pickup;no;0;10.0;Highly Urban/ Urban;23/05/2022 23:35;complet;dev_integral;294,98
667221816;M;technicien des industries du verre;Andre et Fils;NON;0; 0k-300k;40k-70k;Bachelors;Commercial;Sports Car;no;1;11.0;Highly Urban/ Urban;09/04/2022 21:55;complet;dev_integral;313,77
447265219;M;lad-jockey, lad-driver;Thomas;NON;0; 0k-300k;40k-70k;Masters;Private;Van;no;0;18.0;Highly Urban/ Urban;28/04/2022 17:36;complet;dev_integral;314,4
169244879;M;agent de sûreté ferroviaire;Philippe et Fils;NON;0; 0k-300k;20k-40k;z_High School;Private;Pickup;no;3;1.0;z_Highly Rural/ Rural;17/02/2022 09:12;complet;dev_premium;530,51
755748771;F;écrivain;Seguin et Fils;NON;0;300k-600k;Pas de revenus;z_High School;Private;Minivan;no;2;11.0;Highly Urban/ Urban;16/04/2022 00:49;complet;dev_express;276,22
603486842;M;commissaire-priseur;Lenoir;NON;0;300k-600k;Pas de revenus;PhD;Private;Minivan;no;0;13.0;Highly Urban/ Urban;14/04/2022 05:42;complet;dev_express;275,92
50401499;M;trader;Munoz S.A.R.L.;NON;0; 0k-300k;70k-100k;Bachelors;Commercial;Minivan;yes;0;9.0;Highly Urban/ Urban;26/04/2022 08:50;complet;dev_premium;445,25
804950145;M;opérateur sur machine à commande numérique;Paul Thomas S.A.;NON;0; 0k-300k;40k-70k;<High School;Private;Sports Car;no;4;1.0;Highly Urban/ Urban;24/04/2022 02:36;complet;dev_integral;282,89
681388843;M;webmestre;Guillaume;NON;0;Non connue;40k-70k;Masters;Private;Pickup;yes;0;8.0;Highly Urban/ Urban;03/03/2022 12:44;complet;dev_integral;312,17
62643113;M;monteur en installations thermiques et climatiques;Fleury;NON;0;300k-600k;Pas de revenus;Masters;Private;Minivan;yes;1;15.0;Highly Urban/ Urban;18/03/2022 03:03;complet;dev_integral;334,33
504537312;F;tapissier d'ameublement;Petitjean et Fils;NON;0; 0k-300k;40k-70k;Bachelors;Private;Sports Car;no;2;8.0;Highly Urban/ Urban;28/04/2022 02:43;complet;dev_integral;281,56
924606887;F;ingénieur brevets;Colin Berthelot S.A.S.;OUI;0; 0k-300k;70k-100k;Bachelors;Commercial;Van;no;1;7.0;Highly Urban/ Urban;22/03/2022 08:53;complet;dev_express;282,69
627950237;F;ingénieur traitement de l'image;Couturier Bousquet S.A.S.;OUI;2;Non connue;40k-70k;Masters;Commercial;Pickup;no;4;10.0;Highly Urban/ Urban;08/02/2022 19:17;complet;dev_integral;312,57
703216044;F;collaborateur de notaire de notaire;Benoit S.A.;NON;0; 0k-300k;70k-100k;Bachelors;Commercial;Panel Truck;no;0;;z_Highly Rural/ Rural;08/02/2022 07:38;complet;dev_integral;327,35
160740784;F;agent immobilier immobilière;Philippe;NON;0; 0k-300k;20k-40k;<High School;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;07/02/2022 21:25;complet;dev_integral;286,86
192315205;F;assistant de gestion en PME;Fleury Pierre S.A.S.;OUI;0; 0k-300k;40k-70k;z_High School;Commercial;Pickup;no;2;1.0;Highly Urban/ Urban;22/03/2022 09:48;complet;dev_express;259,25
897103108;F;technicien chimiste;Durand;NON;0; 0k-300k;20k-40k;z_High School;Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;13/04/2022 20:56;complet;dev_premium;374,69
610200368;M;chef de fabrication des industries graphiques;Chevallier Paris S.A.;OUI;1;Non connue;-20k;<High School;Private;Sports Car;no;4;1.0;Highly Urban/ Urban;16/02/2022 18:11;complet;dev_premium;497,76
792000183;F;employé de chai;Guyon Lenoir S.A.S.;NON;0; 0k-300k;-20k;<High School;Private;Minivan;yes;0;7.0;Highly Urban/ Urban;01/03/2022 17:16;complet;dev_integral;322,13
493243717;F;libraire;Berger;NON;0; 0k-300k;20k-40k;z_High School;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;17/01/2022 23:45;complet;dev_integral;291,65
274597013;M;administrateur de biens;Legrand;OUI;1; 0k-300k;-20k;<High School;Private;Minivan;yes;2;7.0;z_Highly Rural/ Rural;21/05/2022 16:11;complet;dev_integral;333,22
596752979;F;économiste de la construction;Riou Boulanger SARL;NON;0; 0k-300k;Pas de revenus;Masters;Private;Minivan;no;6;17.0;Highly Urban/ Urban;17/04/2022 06:36;complet;dev_premium;347,46
748612029;F;opérateur de raffinerie;Turpin S.A.R.L.;NON;0; 0k-300k;70k-100k;Bachelors;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;13/02/2022 20:08;complet;dev_integral;305,15
488798803;M;conducteur de bus ou d'autocar;Brunel;OUI;0;300k-600k;Pas de revenus;PhD;Private;Minivan;no;0;25.0;Highly Urban/ Urban;08/03/2022 23:49;complet;dev_express;281,83
318963239;M;aide-soignant;Mace S.A.S.;NON;0; 0k-300k;70k-100k;Bachelors;Commercial;Minivan;no;1;9.0;z_Highly Rural/ Rural;01/05/2022 01:21;complet;dev_integral;307,17
459075283;M;mixeur son;David Maury S.A.;NON;0;300k-600k;Pas de revenus;Masters;Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;10/02/2022 01:30;complet;dev_integral;316,09
454399686;F;militaire technicien de l'air (MTA);Gillet SA;OUI;0; 0k-300k;70k-100k;PhD;Private;Sports Car;no;0;;Highly Urban/ Urban;17/03/2022 21:10;complet;dev_integral;320,72
329198624;M;militaire du rang de l'armée de terre;Besson Thierry S.A.R.L.;NON;0; 0k-300k;20k-40k;z_High School;Commercial;z_SUV;no;1;8.0;z_Highly Rural/ Rural;10/02/2022 16:25;complet;dev_premium;341,44
573744666;F;professeur d'éducation physique et sportive (EPS);Delorme;NON;0; 0k-300k;40k-70k;z_High School;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;16/01/2022 23:49;complet;dev_integral;308,62
577993978;M;accompagnateur en moyenne montagne;Turpin Durand S.A.;OUI;0; 0k-300k;40k-70k;z_High School;Commercial;Minivan;no;6;1.0;Highly Urban/ Urban;05/01/2022 00:48;complet;dev_integral;297,23
407556242;F;ingénieur logiciel;Fournier et Fils;OUI;1;600k-900k;Pas de revenus;Masters;Commercial;Panel Truck;no;0;18.0;Highly Urban/ Urban;11/01/2022 17:35;complet;dev_vip;862,45
737722324;M;ingénieur d'études en sûreté nucléaire;Gomez;OUI;0; 0k-300k;40k-70k;z_High School;Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;11/03/2022 05:31;complet;dev_integral;310,5
930187847;F;technicien thermicien thermicienne;Perret Foucher SARL;NON;0; 0k-300k;20k-40k;Bachelors;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;10/01/2022 23:47;complet;dev_integral;317,36
251992241;M;chef de projet web/mobile;Colin Baudry S.A.;OUI;1; 0k-300k;20k-40k;<High School;Commercial;Van;yes;1;1.0;Highly Urban/ Urban;15/05/2022 02:01;complet;dev_integral;284,71
917731732;F;conseiller agricole;Guérin;OUI;1; 0k-300k;Pas de revenus;z_High School;Private;z_SUV;no;2;6.0;z_Highly Rural/ Rural;03/01/2022 03:03;complet;dev_integral;321,42
607046916;F;mandataire judiciaire;Colas Gaudin S.A.S.;NON;0; 0k-300k;Pas de revenus;PhD;Private;Minivan;yes;1;11.0;Highly Urban/ Urban;22/01/2022 15:37;complet;dev_integral;333,28
442991746;F;rudologue;Costa;NON;0;Non connue;20k-40k;<High School;Commercial;Pickup;no;1;4.0;Highly Urban/ Urban;03/04/2022 02:13;complet;dev_premium;399,35
978503862;F;chirurgien;Maillot Colas S.A.R.L.;NON;0; 0k-300k;20k-40k;Bachelors;Commercial;Pickup;yes;4;14.0;z_Highly Rural/ Rural;15/03/2022 03:15;complet;dev_integral;314,61
833942385;M;ingénieur fluides, énergies, réseaux, environnement;Alexandre;NON;0; 0k-300k;-20k;Masters;Private;Van;no;2;22.0;z_Highly Rural/ Rural;11/05/2022 04:46;complet;dev_vip;923,71
738856598;M;moniteur d'activités équestres;Grondin;OUI;0; 0k-300k;40k-70k;Bachelors;Private;Minivan;no;5;16.0;Highly Urban/ Urban;20/02/2022 07:23;complet;dev_premium;503,89
752304401;M;hydraulicien;Dupré et Fils;NON;0; 0k-300k;20k-40k;z_High School;Private;Sports Car;no;0;6.0;Highly Urban/ Urban;07/03/2022 13:13;complet;dev_integral;339,17
98293286;M;réflexologue;Chevalier;OUI;1;300k-600k;Pas de revenus;Masters;Commercial;Pickup;yes;4;18.0;Highly Urban/ Urban;11/04/2022 09:32;complet;dev_integral;316,56
80263404;M;fiscaliste;Neveu Adam S.A.R.L.;OUI;1; 0k-300k;-20k;z_High School;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/01/2022 11:49;complet;dev_premium;547,81
140971425;M;moniteur-éducateur;Guyon;NON;0; 0k-300k;40k-70k;Bachelors;Private;Minivan;yes;0;12.0;Highly Urban/ Urban;22/03/2022 17:47;complet;dev_integral;305,47
365196787;F;comptable;Perez;NON;0; 0k-300k;40k-70k;z_High School;Commercial;Minivan;no;4;13.0;Highly Urban/ Urban;11/04/2022 05:16;complet;dev_integral;330,1
173389804;F;vétérinaire;Bourdon;NON;0; 0k-300k;20k-40k;z_High School;Private;z_SUV;no;2;1.0;Highly Urban/ Urban;17/01/2022 13:39;complet;dev_integral;327,18
59878421;M;designer graphique;Lucas et Fils;OUI;2;300k-600k;Pas de revenus;Masters;Private;z_SUV;no;4;15.0;Highly Urban/ Urban;08/04/2022 10:46;complet;dev_integral;318,08
848354716;F;auxiliaire de puériculture;Lebreton Fabre SA;OUI;0; 0k-300k;-20k;<High School;Commercial;z_SUV;no;3;8.0;z_Highly Rural/ Rural;10/05/2022 07:15;complet;dev_express;253,4
441256216;M;gestionnaire actif/passif;Robin S.A.R.L.;OUI;0; 0k-300k;-20k;<High School;Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;23/02/2022 18:30;complet;dev_integral;298,94
499584399;M;régisseur lumière;Hoarau Gauthier SARL;OUI;0; 0k-300k;40k-70k;<High School;Private;Pickup;no;1;1.0;z_Highly Rural/ Rural;02/04/2022 18:10;complet;dev_express;268,72
767110493;F;animalier de laboratoire;Martin S.A.;NON;0; 0k-300k;40k-70k;z_High School;Commercial;Pickup;no;1;6.0;Highly Urban/ Urban;15/02/2022 10:36;complet;dev_integral;292,91
910942216;M;barman;Barbier;NON;0; 0k-300k;20k-40k;z_High School;Commercial;Minivan;yes;0;1.0;z_Highly Rural/ Rural;08/01/2022 08:43;complet;dev_express;254,43
850354716;M;musicien;Munoz SA;OUI;0; 0k-300k;70k-100k;Masters;Commercial;Pickup;no;4;16.0;Highly Urban/ Urban;24/03/2022 03:47;complet;dev_integral;321,85
158766557;F;ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA);Rodrigues Schneider et Fils;OUI;0; 0k-300k;40k-70k;Bachelors;Commercial;z_SUV;no;5;11.0;Highly Urban/ Urban;24/05/2022 19:47;complet;dev_integral;291,28
128167873;F;conducteur de travaux  agricoles;Fernandes;NON;0; 0k-300k;40k-70k;Masters;Private;Minivan;yes;5;15.0;Highly Urban/ Urban;17/01/2022 11:38;complet;dev_integral;291,34
706649281;M;conseiller pénitentiaire d'insertion et de probation;Grégoire;OUI;2; 0k-300k;40k-70k;z_High School;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;17/03/2022 13:43;complet;dev_integral;287,22
10755990;M;masseur;Verdier;NON;0; 0k-300k;40k-70k;<High School;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;18/03/2022 08:18;complet;dev_integral;321,81
339263186;F;inspecteur du permis de conduire et de la sécurité routière;Delmas;OUI;1; 0k-300k;20k-40k;<High School;Commercial;Van;no;1;5.0;Highly Urban/ Urban;05/01/2022 16:14;complet;dev_express;257,55
212828205;M;community manager;Guilbert;NON;0;300k-600k;Pas de revenus;Bachelors;Commercial;Van;yes;0;5.0;Highly Urban/ Urban;13/05/2022 22:19;complet;dev_premium;390,86
541328140;M;credit manager;Mercier;NON;0; 0k-300k;20k-40k;<High School;Private;z_SUV;no;0;8.0;z_Highly Rural/ Rural;14/01/2022 17:48;complet;dev_express;263,51
113928673;F;médiateur familial familiale;Parent Lévy S.A.;NON;0; 0k-300k;20k-40k;<High School;Private;Minivan;yes;1;1.0;Highly Urban/ Urban;16/01/2022 03:47;complet;dev_premium;470,77
773276018;F;consultant en validation;Marie;OUI;0; 0k-300k;20k-40k;z_High School;Commercial;z_SUV;no;1;6.0;Highly Urban/ Urban;13/04/2022 12:18;complet;dev_integral;304,74
295508006;F;charcutier-traiteur;Gonzalez;NON;0; 0k-300k;70k-100k;Bachelors;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;09/03/2022 00:05;complet;dev_express;257
333566924;M;technicien démonstrateur démonstratrice en matériel agricole;Sauvage;NON;0;300k-600k;Pas de revenus;Bachelors;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;15/03/2022 22:50;complet;dev_express;257,16
599212303;M;diététicien;Dos Santos Alves S.A.R.L.;NON;0; 0k-300k;70k-100k;Bachelors;Commercial;Van;yes;2;8.0;z_Highly Rural/ Rural;07/02/2022 07:14;complet;dev_integral;320,07
412455186;M;matelot de la Marine Nationale;Clerc Lemoine S.A.R.L.;NON;0; 0k-300k;40k-70k;Bachelors;Commercial;Minivan;no;0;3.0;Highly Urban/ Urban;08/03/2022 11:24;complet;dev_express;262,25
994969966;F;chargé de recherche en recrutement;Leleu;OUI;0; 0k-300k;-20k;Bachelors;Commercial;Pickup;yes;0;5.0;Highly Urban/ Urban;07/01/2022 08:04;complet;dev_premium;424,77
23033371;M;biologiste médical;Camus S.A.R.L.;NON;0; 0k-300k;20k-40k;PhD;Private;Minivan;no;0;15.0;Highly Urban/ Urban;13/04/2022 05:45;complet;dev_premium;428,63
779624178;M;matelot de la marine marchande;Laurent Meyer SARL;NON;0; 0k-300k;20k-40k;Masters;Private;Minivan;no;0;20.0;Highly Urban/ Urban;30/05/2022 04:03;complet;dev_integral;339,91
419897982;F;ingénieur en production et expérimentations végétales;Gillet;NON;0; 0k-300k;40k-70k;Bachelors;Commercial;Pickup;yes;4;8.0;Highly Urban/ Urban;10/03/2022 05:51;complet;dev_premium;474,78
699856275;F;technico-commercial en agroalimentaire;Diallo Pages S.A.;NON;0; 0k-300k;70k-100k;Bachelors;Private;z_SUV;no;1;8.0;Highly Urban/ Urban;02/05/2022 04:51;complet;dev_express;253,37
878765573;F;technicien des industries du verre;Rodrigues;NON;0; 0k-300k;20k-40k;<High School;Private;Pickup;yes;2;1.0;Highly Urban/ Urban;04/05/2022 19:49;complet;dev_express;265,76
303183248;M;chercheur en biologie;Roux Henry S.A.S.;NON;0; 0k-300k;-20k;Masters;Private;Minivan;no;2;12.0;Highly Urban/ Urban;17/05/2022 09:44;complet;dev_express;262,33
908963733;M;chargé d'études économiques;Lévy;NON;0; 0k-300k;40k-70k;Bachelors;Private;Minivan;yes;0;11.0;Highly Urban/ Urban;25/04/2022 12:32;complet;dev_express;268,26
104317389;M;pisteur secouriste;Huet Lenoir SARL;NON;0;300k-600k;Pas de revenus;Masters;Private;Minivan;no;1;10.0;z_Highly Rural/ Rural;11/05/2022 08:01;complet;dev_express;273,34
16259639;M;dépanneur en électroménager;Menard et Fils;OUI;0; 0k-300k;40k-70k;Bachelors;Private;z_SUV;no;1;12.0;Highly Urban/ Urban;05/02/2022 16:47;complet;dev_integral;291,56
281051787;F;chef de chantier;Morel Pascal et Fils;OUI;0; 0k-300k;-20k;<High School;Private;Minivan;no;6;1.0;z_Highly Rural/ Rural;03/03/2022 08:35;complet;dev_express;283,39
